"region","livestockType","managementType","managementSubtype","typicalMass","massNExcretedPer1000kgLivestockPerTime","massN2OPerMassNDirect","fractionVolatilised","massN2OPerMassNVolatilised","units","source"
"Africa","breeding swine","aerobic treatment","forced aeration",28,0.55,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","aerobic treatment","natural aeration",28,0.55,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","anaerobic digester","-",28,0.55,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","composting","passive windrow",28,0.55,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","composting","in vessel",28,0.55,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","composting","static pile",28,0.55,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","composting","intensive windrow",28,0.55,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","daily spread","-",28,0.55,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","deep bedding","active mixing",28,0.55,0.070,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","deep bedding","no mixing",28,0.55,0.010,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","dry lot","-",28,0.55,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","liquid/slurry","without natural crust cover",28,0.55,0.000,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","liquid/slurry","with natural crust cover",28,0.55,0.005,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","pasture/range/paddock","-",28,0.55,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","pit storage below animal confinements","-",28,0.55,0.002,0.250,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","solid storage","-",28,0.55,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","breeding swine","uncovered anaerobic lagoon","-",28,0.55,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","aerobic treatment","natural aeration",275,0.6,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","aerobic treatment","forced aeration",275,0.6,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","anaerobic digester","-",275,0.6,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","composting","intensive windrow",275,0.6,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","composting","in vessel",275,0.6,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","composting","static pile",275,0.6,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","composting","passive windrow",275,0.6,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","daily spread","-",275,0.6,0.000,0.070,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","deep bedding","active mixing",275,0.6,0.070,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","deep bedding","no mixing",275,0.6,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","dry lot","-",275,0.6,0.020,0.200,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","liquid/slurry","with natural crust cover",275,0.6,0.005,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","liquid/slurry","without natural crust cover",275,0.6,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","pasture/range/paddock","-",275,0.6,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","pit storage below animal confinements","-",275,0.6,0.002,0.280,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","solid storage","-",275,0.6,0.005,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","dairy cattle","uncovered anaerobic lagoon","-",275,0.6,0.000,0.350,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","aerobic treatment","natural aeration",28,1.57,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","aerobic treatment","forced aeration",28,1.57,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","anaerobic digester","-",28,1.57,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","composting","static pile",28,1.57,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","composting","intensive windrow",28,1.57,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","composting","in vessel",28,1.57,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","composting","passive windrow",28,1.57,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","daily spread","-",28,1.57,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","deep bedding","no mixing",28,1.57,0.010,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","deep bedding","active mixing",28,1.57,0.070,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","dry lot","-",28,1.57,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","liquid/slurry","without natural crust cover",28,1.57,0.000,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","liquid/slurry","with natural crust cover",28,1.57,0.005,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","pasture/range/paddock","-",28,1.57,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","pit storage below animal confinements","-",28,1.57,0.002,0.250,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","solid storage","-",28,1.57,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","market swine","uncovered anaerobic lagoon","-",28,1.57,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","aerobic treatment","forced aeration",173,0.63,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","aerobic treatment","natural aeration",173,0.63,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","anaerobic digester","-",173,0.63,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","composting","in vessel",173,0.63,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","composting","intensive windrow",173,0.63,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","composting","passive windrow",173,0.63,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","composting","static pile",173,0.63,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","daily spread","-",173,0.63,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","deep bedding","active mixing",173,0.63,0.070,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","deep bedding","no mixing",173,0.63,0.010,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","dry lot","-",173,0.63,0.020,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","liquid/slurry","with natural crust cover",173,0.63,0.005,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","liquid/slurry","without natural crust cover",173,0.63,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","pasture/range/paddock","-",173,0.63,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","pit storage below animal confinements","-",173,0.63,0.002,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","solid storage","-",173,0.63,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","other cattle","uncovered anaerobic lagoon","-",173,0.63,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","aerobic treatment","forced aeration",28,1.64,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","aerobic treatment","natural aeration",28,1.64,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","anaerobic digester","-",28,1.64,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","composting","intensive windrow",28,1.64,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","composting","passive windrow",28,1.64,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","composting","in vessel",28,1.64,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","composting","static pile",28,1.64,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","daily spread","-",28,1.64,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","deep bedding","active mixing",28,1.64,0.070,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","deep bedding","no mixing",28,1.64,0.010,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","dry lot","-",28,1.64,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","liquid/slurry","with natural crust cover",28,1.64,0.005,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","liquid/slurry","without natural crust cover",28,1.64,0.000,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","pasture/range/paddock","-",28,1.64,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","pit storage below animal confinements","-",28,1.64,0.002,0.250,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","solid storage","-",28,1.64,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Africa","typical swine","uncovered anaerobic lagoon","-",28,1.64,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","aerobic treatment","natural aeration",28,0.24,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","aerobic treatment","forced aeration",28,0.24,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","anaerobic digester","-",28,0.24,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","composting","passive windrow",28,0.24,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","composting","intensive windrow",28,0.24,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","composting","static pile",28,0.24,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","composting","in vessel",28,0.24,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","daily spread","-",28,0.24,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","deep bedding","active mixing",28,0.24,0.070,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","deep bedding","no mixing",28,0.24,0.010,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","dry lot","-",28,0.24,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","liquid/slurry","with natural crust cover",28,0.24,0.005,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","liquid/slurry","without natural crust cover",28,0.24,0.000,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","pasture/range/paddock","-",28,0.24,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","pit storage below animal confinements","-",28,0.24,0.002,0.250,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","solid storage","-",28,0.24,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","breeding swine","uncovered anaerobic lagoon","-",28,0.24,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","aerobic treatment","natural aeration",380,0.32,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","aerobic treatment","forced aeration",380,0.32,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","anaerobic digester","-",380,0.32,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","composting","intensive windrow",380,0.32,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","composting","passive windrow",380,0.32,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","composting","in vessel",380,0.32,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","composting","static pile",380,0.32,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","daily spread","-",380,0.32,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","deep bedding","active mixing",380,0.32,0.070,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","deep bedding","no mixing",380,0.32,0.010,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","dry lot","-",380,0.32,0.020,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","liquid/slurry","with natural crust cover",380,0.32,0.005,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","liquid/slurry","without natural crust cover",380,0.32,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","pasture/range/paddock","-",380,0.32,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","pit storage below animal confinements","-",380,0.32,0.002,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","solid storage","-",380,0.32,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","buffalo","uncovered anaerobic lagoon","-",380,0.32,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","aerobic treatment","natural aeration",350,0.47,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","aerobic treatment","forced aeration",350,0.47,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","anaerobic digester","-",350,0.47,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","composting","passive windrow",350,0.47,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","composting","intensive windrow",350,0.47,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","composting","in vessel",350,0.47,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","composting","static pile",350,0.47,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","daily spread","-",350,0.47,0.000,0.070,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","deep bedding","no mixing",350,0.47,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","deep bedding","active mixing",350,0.47,0.070,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","dry lot","-",350,0.47,0.020,0.200,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","liquid/slurry","with natural crust cover",350,0.47,0.005,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","liquid/slurry","without natural crust cover",350,0.47,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","pasture/range/paddock","-",350,0.47,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","pit storage below animal confinements","-",350,0.47,0.002,0.280,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","solid storage","-",350,0.47,0.005,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","dairy cattle","uncovered anaerobic lagoon","-",350,0.47,0.000,0.350,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","aerobic treatment","natural aeration",28,0.42,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","aerobic treatment","forced aeration",28,0.42,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","anaerobic digester","-",28,0.42,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","composting","in vessel",28,0.42,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","composting","passive windrow",28,0.42,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","composting","static pile",28,0.42,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","composting","intensive windrow",28,0.42,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","daily spread","-",28,0.42,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","deep bedding","no mixing",28,0.42,0.010,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","deep bedding","active mixing",28,0.42,0.070,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","dry lot","-",28,0.42,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","liquid/slurry","with natural crust cover",28,0.42,0.005,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","liquid/slurry","without natural crust cover",28,0.42,0.000,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","pasture/range/paddock","-",28,0.42,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","pit storage below animal confinements","-",28,0.42,0.002,0.250,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","solid storage","-",28,0.42,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","market swine","uncovered anaerobic lagoon","-",28,0.42,0.000,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","aerobic treatment","forced aeration",319,0.34,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","aerobic treatment","natural aeration",319,0.34,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","anaerobic digester","-",319,0.34,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","composting","static pile",319,0.34,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","composting","intensive windrow",319,0.34,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","composting","passive windrow",319,0.34,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","composting","in vessel",319,0.34,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","daily spread","-",319,0.34,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","deep bedding","active mixing",319,0.34,0.070,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","deep bedding","no mixing",319,0.34,0.010,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","dry lot","-",319,0.34,0.020,0.300,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","liquid/slurry","without natural crust cover",319,0.34,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","liquid/slurry","with natural crust cover",319,0.34,0.005,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","pasture/range/paddock","-",319,0.34,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","pit storage below animal confinements","-",319,0.34,0.002,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","solid storage","-",319,0.34,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","other cattle","uncovered anaerobic lagoon","-",319,0.34,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","aerobic treatment","natural aeration",28,0.5,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","aerobic treatment","forced aeration",28,0.5,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","anaerobic digester","-",28,0.5,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","composting","intensive windrow",28,0.5,0.100,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","composting","passive windrow",28,0.5,0.010,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","composting","static pile",28,0.5,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","composting","in vessel",28,0.5,0.006,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","daily spread","-",28,0.5,0.000,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","deep bedding","no mixing",28,0.5,0.010,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","deep bedding","active mixing",28,0.5,0.070,0.400,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","dry lot","-",28,0.5,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","liquid/slurry","with natural crust cover",28,0.5,0.005,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","liquid/slurry","without natural crust cover",28,0.5,0.000,0.480,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","pasture/range/paddock","-",28,0.5,0.020,,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","pit storage below animal confinements","-",28,0.5,0.002,0.250,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
"Asia","typical swine","solid storage","-",28,0.5,0.005,0.450,0.010,,"http://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html"
