"plant","prodProcess","fuel","defCarbonContent","defFuelQuantity","units","source"
"Modern Plants: Europe","Partial Oxidation","Other bituminous coal",25.8000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Sub-bituminous coal",26.2000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Lignite",27.6000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Oil shale and tar sands",29.1000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Brown coal briquettes",26.6000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Patent fuel",26.6000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Coke oven coke and Lignite coke",29.2000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Gas coke",29.2000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Coal tar",22.0000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Gas works gas",12.1000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Coke oven gas ",12.1000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Blast furnace gas",70.8000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Oxygen steel furnace gas",49.6000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Natural gas ",15.3000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Municipal wastes (non-biomass fraction)",25.0000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Waste oils",20.0000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Peat",28.9000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Wood/ wood waste",30.5000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Sulphite lyes (black liquor)",26.0000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Other primary solid biomass",27.3000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Charcoal",30.5000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Biogasoline",19.3000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Biodiesels",19.3000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Other liquid biofuels",21.7000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Landfill gas",14.9000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Sludge gas",14.9000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Other biogas",14.9000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Modern Plants: Europe","Partial Oxidation","Municipal wastes (biomass fraction)",27.3000,0.0360,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Crude oil",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Orimulsion",21.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Natural gas liquids",17.5000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Motor gasoline",18.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Aviation gasoline",19.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Jet Gasoline",19.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Jet Kerosene",19.5000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Other Kerosene",19.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Shale oil",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Gas/diesel oil",20.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Residual fuel oil",21.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Liquified Petroleum Gases (LPG)",17.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Ethane",16.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Naptha",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Bitumen",22.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Lubricants",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Petroleum coke",26.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Refinery feedstocks",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Refinery gas",15.7000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Paraffin waxes",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","White spirit and SBP",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Other petroleum products",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Anthracite",26.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Coking coal",25.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Other bituminous coal",25.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Sub-bituminous coal",26.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Lignite",27.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Oil shale and tar sands",29.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Brown coal briquettes",26.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Patent fuel",26.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Coke oven coke and Lignite coke",29.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Gas coke",29.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Coal tar",22.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Gas works gas",12.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Coke oven gas ",12.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Blast furnace gas",70.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Oxygen steel furnace gas",49.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Natural gas ",15.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Municipal wastes (non-biomass fraction)",25.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Waste oils",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Peat",28.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Wood/ wood waste",30.5000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Sulphite lyes (black liquor)",26.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Other primary solid biomass",27.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Charcoal",30.5000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Biogasoline",19.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Biodiesels",19.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Other liquid biofuels",21.7000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Landfill gas",14.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Sludge gas",14.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Other biogas",14.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Conventional Reforming","Municipal wastes (biomass fraction)",27.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Crude oil",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Orimulsion",21.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Natural gas liquids",17.5000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Motor gasoline",18.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Aviation gasoline",19.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Jet Gasoline",19.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Jet Kerosene",19.5000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Other Kerosene",19.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Shale oil",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Gas/diesel oil",20.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Residual fuel oil",21.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Liquified Petroleum Gases (LPG)",17.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Ethane",16.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Naptha",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Bitumen",22.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Lubricants",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Petroleum coke",26.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Refinery feedstocks",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Refinery gas",15.7000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Paraffin waxes",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","White spirit and SBP",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Other petroleum products",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Anthracite",26.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Coking coal",25.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Other bituminous coal",25.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Sub-bituminous coal",26.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Lignite",27.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Oil shale and tar sands",29.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Brown coal briquettes",26.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Patent fuel",26.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Coke oven coke and Lignite coke",29.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Gas coke",29.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Coal tar",22.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Gas works gas",12.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Coke oven gas ",12.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Blast furnace gas",70.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Oxygen steel furnace gas",49.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Natural gas ",15.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Municipal wastes (non-biomass fraction)",25.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Waste oils",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Peat",28.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Wood/ wood waste",30.5000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Sulphite lyes (black liquor)",26.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Other primary solid biomass",27.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Charcoal",30.5000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Biogasoline",19.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Biodiesels",19.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Other liquid biofuels",21.7000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Landfill gas",14.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Sludge gas",14.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Other biogas",14.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Excess Air Reforming","Municipal wastes (biomass fraction)",27.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Crude oil",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Orimulsion",21.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Natural gas liquids",17.5000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Motor gasoline",18.9000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Aviation gasoline",19.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Jet Gasoline",19.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Jet Kerosene",19.5000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Other Kerosene",19.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Shale oil",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Gas/diesel oil",20.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Residual fuel oil",21.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Liquified Petroleum Gases (LPG)",17.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Ethane",16.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Naptha",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Bitumen",22.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Lubricants",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Petroleum coke",26.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Refinery feedstocks",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Refinery gas",15.7000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Paraffin waxes",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","White spirit and SBP",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Other petroleum products",20.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Anthracite",26.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Coking coal",25.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Other bituminous coal",25.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Sub-bituminous coal",26.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Lignite",27.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Oil shale and tar sands",29.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Brown coal briquettes",26.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Patent fuel",26.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Coke oven coke and Lignite coke",29.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Gas coke",29.2000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Coal tar",22.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Gas works gas",12.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Coke oven gas ",12.1000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Blast furnace gas",70.8000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Oxygen steel furnace gas",49.6000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Natural gas ",15.3000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
"Mixed Population Plants (old and modern)","Autothermal Reforming","Municipal wastes (non-biomass fraction)",25.0000,0.0375,"%w/w","GHGP http://www.ghgprotocol.org/calculation-tools/all-tools"
