"airportName","country","IATACode","fullName","latitude","longitude","units","source"
"Rangiroa [RGI]","French Polynesia","RGI","Rangiroa","-14.95","-147.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rio Gallegos [RGL]","Argentina","RGL","Rio Gallegos","-51.61","-69.31","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Yangon [RGN]","Myanmar (Burma)","RGN","Yangon International","16.91","96.13","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rengat [RGT]","Indonesia","RGT","Japura","-0.35","102.33","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Reims [RHE]","France","RHE","Champagne","49.31","4.05","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rhodos [RHO]","Greece","RHO","Diagoras","36.41","28.09","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Riberalta [RIB]","Bolivia","RIB","Cap De Av Selin Zeitun Lopez","-11.01","-66.07","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Richmond [RIC]","United States","RIC","Richmond International","37.51","-77.32","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rio Grande [RIG]","Brazil","RIG","Rio Grande","-32.08","-52.17","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rishiri Island [RIS]","Japan","RIS","Rishiri","45.24","141.19","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rancho Murieta [RIU]","United States","RIU","Rancho Murieta","38.49","-121.1","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Riverside [RIV]","United States","RIV","March Arb","33.88","-117.26","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Riga [RIX]","Latvia","RIX","Riga","56.92","23.97","degrees N and E","amee/defra 2008"
"Rajahmundry [RJA]","India","RJA","Rajahmundry","17.11","81.82","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rajshahi [RJH]","Bangladesh","RJH","Rajshahi","24.44","88.62","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rijeka [RJK]","Croatia","RJK","Rijeka","45.22","14.57","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Copenhagen [RKE]","Denmark","RKE","Roskilde","55.59","12.13","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ras Al Khaimah [RKT]","United Arab Emirates","RKT","Ras Al Khaimah International","25.61","55.94","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Reykjavik [RKV]","Iceland","RKV","Reykjavik","64.13","-21.94","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Laage [RLG]","Germany","RLG","Laage","53.92","12.28","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rome [RME]","United States","RME","Griffiss Airpark","43.23","-75.41","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rimini [RMI]","Italy","RMI","Rimini","44.02","12.61","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Colombo [RML]","Sri Lanka","RML","Colombo Ratmalana","6.82","79.89","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ramstein [RMS]","Germany","RMS","Ramstein Ab","49.44","7.6","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ronneby [RNB]","Sweden","RNB","Ronneby","56.27","15.27","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Antonio [RND]","United States","RND","Randolph Air Force Base","29.53","-98.28","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Roanne [RNE]","France","RNE","Renaison","46.06","4","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Yoron [RNJ]","Japan","RNJ","Yoron","27.04","128.4","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ronne [RNN]","Denmark","RNN","Bornholm Ronne","55.06","14.76","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Reno [RNO]","United States","RNO","Reno Tahoe International","39.5","-119.77","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rennes [RNS]","France","RNS","St Jacques","48.07","-1.73","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Monrovia [ROB]","Liberia","ROB","Monrovia Roberts International","6.23","-10.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rochester [ROC]","United States","ROC","Greater Rochester International","43.12","-77.67","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rockhampton [ROK]","Australia","ROK","Rockhampton","-23.38","150.48","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rota [ROP]","Mariana Islands","ROP","Rota International","14.17","145.24","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Melekeok [ROR]","Palau","ROR","Babelthuap","7.37","134.54","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rosario [ROS]","Argentina","ROS","Rosario","-32.9","-60.78","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rotorua [ROT]","New Zealand","ROT","Rotorua","-38.11","176.32","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rostov [ROV]","Russia","ROV","Rostov Na Donu","47.26","39.82","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Roswell [ROW]","United States","ROW","Roswell Industrial Air Center","33.3","-104.53","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rosh Pina [RPN]","Israel","RPN","Mahanaim I Ben Yaakov","32.98","35.57","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Raipur [RPR]","India","RPR","Raipur","21.18","81.74","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rodriguez Island [RRG]","Mauritius","RRG","Plaine Corail","-19.76","63.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rourkela [RRK]","India","RRK","Rourkela","22.26","84.81","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Roros [RRS]","Norway","RRS","Roeros","62.58","11.34","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santa Rosa [RSA]","Argentina","RSA","Santa Rosa","-36.59","-64.28","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rock Sound [RSD]","Bahamas","RSD","Rock Sound","24.89","-76.18","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Yeosu [RSU]","South Korea","RSU","Yeosu","34.84","127.62","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fort Myers [RSW]","United States","RSW","Southwest Florida International","26.54","-81.76","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Roatan [RTB]","Honduras","RTB","Roatan","16.32","-86.52","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ruteng [RTG]","Indonesia","RTG","Satar Tacik","-8.6","120.48","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rotterdam [RTM]","Netherlands","RTM","Rotterdam","51.96","4.44","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Riyadh [RUH]","Saudi Arabia","RUH","King Khaled International","24.96","46.7","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"St.-Denis [RUN]","Reunion Island","RUN","St Denis Gillot","-20.89","55.51","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rurutu [RUR]","French Polynesia","RUR","Rurutu","-22.43","-151.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Farafangana [RVA]","Madagascar","RVA","Farafangana","-22.81","47.82","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Saravena [RVE]","Colombia","RVE","Los Colonizadores","6.96","-71.86","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rovaniemi [RVN]","Finland","RVN","Rovaniemi","66.56","25.83","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rivera [RVY]","Uruguay","RVY","Rivera International","-30.97","-55.48","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rahim Yar Khan [RYK]","Pakistan","RYK","Shaikh Zayed","28.39","70.28","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Royan [RYN]","France","RYN","Medis","45.63","-0.97","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rio Turbio [RYO]","Argentina","RYO","El Turbio","-51.61","-72.22","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santa Cruz [RZA]","Argentina","RZA","Santa Cruz","-50.02","-68.58","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rzeszow [RZE]","Poland","RZE","Jasionka","50.11","22.02","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ramsar [RZR]","Iran","RZR","Ramsar","36.91","50.68","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sacramento [SAC]","United States","SAC","Sacramento Executive","38.51","-121.49","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santa Fe [SAF]","United States","SAF","Santa Fe Municipal","35.62","-106.09","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sanaa [SAH]","Yemen","SAH","Sana'a International Airport","15.48","44.22","degrees N and E","amee/defra 2008"
"San Salvador [SAL]","El Salvador","SAL","El Salvador International","13.44","-89.06","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Diego [SAN]","United States","SAN","San Diego International Lindbergh Field","32.73","-117.19","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Pedro Sula [SAP]","Honduras","SAP","La Mesa International","15.45","-87.92","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Andros [SAQ]","Bahamas","SAQ","San Andros","25.05","-78.05","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Antonio [SAT]","United States","SAT","San Antonio International","29.53","-98.47","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Savannah [SAV]","United States","SAV","Savannah Hilton Head International","32.13","-81.2","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Siena [SAY]","Italy","SAY","Ampugnano","43.26","11.25","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sabang [SBG]","Indonesia","SBG","Maimun Saleh","5.87","95.34","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"St.-Barthelemy [SBH]","Antilles","SBH","Gustavia/St.Barthel","17.9","-62.85","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"St.-Brieuc Armor [SBK]","France","SBK","Armor","48.54","-2.85","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santa Barbara [SBO]","United States","SBO","Emanuel County","32.61","-82.37","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santa Barbara [SBA]","United States","SBA","Santa Barbara Municipal Airport","34.426211","-119.840372","degrees N and E","http://openflights.svn.sourceforge.net/viewvc/openflights/openflights/data/airports.dat"
"Springbok [SBU]","South Africa","SBU","Springbok","-29.69","17.94","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sibu [SBW]","Malaysia","SBW","Sibu","2.26","111.98","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Salisbury [SBY]","United States","SBY","Salisbury Ocean City Wicomico Regional","38.34","-75.51","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sibiu [SBZ]","Romania","SBZ","Sibiu","45.79","24.09","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Deadhorse [SCC]","United States","SCC","Deadhorse","70.19","-148.47","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Stockton [SCK]","United States","SCK","Stockton Metropolitan","37.89","-121.24","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santiago [SCL]","Chile","SCL","Arturo Merino Benitez International","-33.39","-70.79","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Saarbruecken [SCN]","Germany","SCN","Saarbrucken","49.21","7.11","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santiago [SCQ]","Spain","SCQ","Santiago","42.9","-8.42","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santiago De Cuba [SCU]","Cuba","SCU","Antonio Maceo International","19.97","-75.84","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Suceava [SCV]","Romania","SCV","Salcea","47.69","26.35","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Syktyvkar [SCW]","Russia","SCW","Syktyvkar","61.65","50.85","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Baghdad [SDA]","Iraq","SDA","Saddam International","33.26","44.23","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santiago Del Estero [SDE]","Argentina","SDE","Santiago Del Estero","-27.77","-64.31","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Louisville/Frankfort [SDF]","United States","SDF","Louisville International Airport","38.17","-85.74","degrees N and E","amee/defra 2008"
"Sanandaj [SDG]","Iran","SDG","Sanandaj","35.25","47.01","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sendai [SDJ]","Japan","SDJ","Sendai","38.14","140.92","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sundsvall [SDL]","Sweden","SDL","Sundsvall Harnosand","62.53","17.44","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santo Domingo [SDQ]","Dominican Republic","SDQ","Las Americas International","18.43","-69.67","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santander [SDR]","Spain","SDR","Santander","43.43","-3.82","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Saidu Sharif [SDT]","Pakistan","SDT","Saidu Sharif","34.81","72.35","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rio De Janeiro [SDU]","Brazil","SDU","Santos Dumont","-22.91","-43.16","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tel-Aviv [SDV]","Israel","SDV","Sde Dov","32.11","34.78","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Scatsta [SDZ]","United Kingdom","SDZ","Scatsta","60.43","-1.3","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Seattle [SEA]","United States","SEA","Seattle Tacoma International","47.45","-122.31","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sebha [SEB]","Libya","SEB","Sebha","26.99","14.47","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Selma [SEM]","United States","SEM","Craig Field","32.34","-86.99","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Southend [SEN]","United Kingdom","SEN","Southend","51.57","0.7","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Selibabi [SEY]","Mauritania","SEY","Selibady","15.18","-12.21","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Mahe [SEZ]","Seychelles","SEZ","Seychelles International","-4.67","55.52","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sfax [SFA]","Tunisia","SFA","Thyna","34.72","10.69","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Fernando De Apure [SFD]","Venezuela","SFD","San Fernando De Apure","7.88","-67.44","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Spokane [SFF]","United States","SFF","Felts Field","47.68","-117.32","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"St. Martin [SFG]","Antilles","SFG","Grand Case","18.1","-63.05","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Felipe [SFH]","Venezuela","SFH","Sub Teniente Nestor Arias","10.28","-68.76","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sondrestrom [SFJ]","Greenland","SFJ","Kangerlussuaq Sondre Stromfjord","67.02","-50.69","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santa Fe [SFN]","Argentina","SFN","Sauce Viejo","-31.71","-60.81","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Francisco [SFO]","United States","SFO","San Francisco International","37.62","-122.37","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Skelleftea [SFT]","Sweden","SFT","Skelleftea","64.62","21.08","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Smithfield [SFZ]","United States","SFZ","North Central State","41.92","-71.49","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Surgut [SGC]","Russia","SGC","Surgut","61.25","73.5","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Soenderborg [SGD]","Denmark","SGD","Sonderborg","54.96","9.79","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Ho Chi Minh City [SGN]","Vietnam","SGN","Tansonnhat International","10.82","106.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Skagway [SGY]","United States","SGY","Skagway","59.46","-135.32","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Shanghai [SHA]","China","SHA","Hongqiao International","31.2","121.34","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Nakashibetsu [SHB]","Japan","SHB","Nakashibetsu","43.58","144.96","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Shimojishima [SHI]","Japan","SHI","Shimojishima","24.83","125.14","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sharjah [SHJ]","United Arab Emirates","SHJ","Sharjah International","25.33","55.52","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Nanki-Shirahama [SHM]","Japan","SHM","Nanki Shirahama","33.66","135.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sokch'o [SHO]","South Korea","SHO","Sokcho","38.15","128.6","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Shreveport [SHV]","United States","SHV","Shreveport Regional","32.45","-93.83","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sharurah [SHW]","Saudi Arabia","SHW","Sharurah","17.47","47.12","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Amilcar Cabral [SID]","Cape Verde Islands","SID","Amilcar Cabral International","16.74","-22.95","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Simara [SIF]","Nepal","SIF","Simara","27.16","84.98","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Juan [SIG]","Puerto Rico","SIG","Fernando Luis Ribas Dominicci","18.46","-66.1","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sidi Ifini [SII]","Morocco","SII","Sidi Ifni","29.37","-10.18","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Siglufjordur [SIJ]","Iceland","SIJ","Siglufjordhur","66.13","-18.92","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Singapore [SIN]","Singapore","SIN","Singapore Changi","1.36","103.99","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Simferopol [SIP]","Ukraine","SIP","Simferopol","45.04","33.98","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Singkep [SIQ]","Indonesia","SIQ","Dabo","-0.48","104.58","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sion [SIR]","Switzerland","SIR","Sion","46.22","7.33","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sishen [SIS]","South Africa","SIS","Sishen","-27.65","23","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sitka [SIT]","United States","SIT","Sitka Rocky Gutierrez","57.05","-135.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Joaquin [SJB]","Bolivia","SJB","San Joaquin","-13.05","-64.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Jose [SJC]","United States","SJC","Norman Y Mineta San Jose International","37.36","-121.93","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Jose Del Cabo [SJD]","Mexico","SJD","Los Cabos International","23.15","-109.72","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Jose Del Guaviare [SJE]","Colombia","SJE","Jorge E Gonzalez Torres","2.58","-72.64","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Jose [SJI]","Philippines","SJI","Antique","10.77","121.93","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sarajevo [SJJ]","Bosnia and Herzegovina","SJJ","Sarajevo","43.82","18.33","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sao Jose Dos Campos [SJK]","Brazil","SJK","Sao Jose Dos Campos","-23.23","-45.86","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Jose [SJO]","Costa Rica","SJO","Juan Santamaria International","9.99","-84.21","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sao Jose Do Rio Preto [SJP]","Brazil","SJP","Sao Jose Do Rio Preto","-20.82","-49.41","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Angelo [SJT]","United States","SJT","San Angelo Regional Mathis Field","31.36","-100.5","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Juan [SJU]","Puerto Rico","SJU","Luis Munoz Marin International","18.44","-66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sao Jorge Island [SJZ]","Azores","SJZ","Sao Jorge","38.67","-28.18","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Spokane [SKA]","United States","SKA","Fairchild Air Force Base","47.62","-117.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Basse Terre [SKB]","Saint Kitts and Nevis","SKB","Robert L Bradshaw","17.31","-62.72","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Samarkand [SKD]","Uzbekistan","SKD","Samarkand","39.7","66.98","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Skien [SKE]","Norway","SKE","Skien Geiteryggen","59.19","9.57","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Antonio [SKF]","United States","SKF","Lackland Air Force Base Kelly Field Annex","29.38","-98.58","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Thessaloniki [SKG]","Greece","SKG","Makedonia","40.52","22.97","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sokoto [SKO]","Nigeria","SKO","Sadiq Abubakar Iii International","12.92","5.21","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Skopje [SKP]","Macedonia","SKP","Skopje","41.96","21.62","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Skrydstrup [SKS]","Denmark","SKS","Skrydstrup","55.23","9.26","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Gujranwala [SKT]","Pakistan","SKT","Sialkot International Airport","32.54","74.36","degrees N and E","amee/defra 2008"
"Skiros [SKU]","Greece","SKU","Skyros","38.97","24.49","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"St. Catherine [SKV]","Egypt","SKV","St Catherine International","28.69","34.06","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sandusky [SKY]","United States","SKY","Griffing Sandusky","41.43","-82.65","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sukkur [SKZ]","Pakistan","SKZ","Sukkur","27.72","68.79","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Salta [SLA]","Argentina","SLA","Salta","-24.86","-65.49","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Salt Lake City [SLC]","United States","SLC","Salt Lake City International","40.79","-111.98","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sliac [SLD]","Slovakia","SLD","Sliac","48.64","19.13","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Salem [SLE]","United States","SLE","Salem Municipalcipal Airport","44.91","-123","degrees N and E","amee/defra 2008"
"Sulayel [SLF]","Saudi Arabia","SLF","Sulayel","20.46","45.62","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Salalah [SLL]","Oman","SLL","Salalah","17.04","54.09","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Salamanca [SLM]","Spain","SLM","Salamanca","40.95","-5.5","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Luis Potosi [SLP]","Mexico","SLP","Ponciano Arriaga International","22.25","-100.93","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Castries [SLU]","Saint Lucia Island","SLU","George F L Charles","14.02","-60.99","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Saltillo [SLW]","Mexico","SLW","Plan De Guadalupe International","25.55","-100.93","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sao Luis [SLZ]","Brazil","SLZ","Marechal Cunha Machado","-2.59","-44.24","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santa Maria [SMA]","Azores","SMA","Santa Maria","36.97","-25.17","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sacramento [SMF]","United States","SMF","Sacramento International","38.7","-121.59","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Samos [SMI]","Greece","SMI","Samos","37.69","26.91","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Stella Maris [SML]","Bahamas","SML","Stella Maris","23.58","-75.27","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santa Marta [SMR]","Colombia","SMR","Simon Bolivar","11.12","-74.23","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sainte Marie [SMS]","Madagascar","SMS","Sainte Marie","-17.09","49.82","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Samedan [SMV]","Switzerland","SMV","Samedan","46.53","9.88","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santa Ana [SNA]","United States","SNA","John Wayne Airport Orange County","33.68","-117.87","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Salinas [SNC]","Ecuador","SNC","General Ulpiano Paez","-2.2","-80.99","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sao Nocolau Island [SNE]","Cape Verde Islands","SNE","Preguica","16.59","-24.28","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Shannon [SNN]","Ireland","SNN","Shannon","52.7","-8.92","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sakon Nakhon [SNO]","Thailand","SNO","Sakon Nakhon","17.2","104.12","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"St. Paul Island [SNP]","United States","SNP","St Paul Island","57.17","-170.22","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"St.-Nazaire [SNR]","France","SNR","Montoir","47.31","-2.15","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santa Clara [SNU]","Cuba","SNU","Abel Santamaria","22.49","-79.94","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Thandwe [SNW]","Myanmar (Burma)","SNW","Thandwe","18.46","94.3","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Solo City [SOC]","Indonesia","SOC","Adi Sumarmo Wiryokusumo","-7.52","110.76","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sofia [SOF]","Bulgaria","SOF","Sofia","42.7","23.41","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sogndal [SOG]","Norway","SOG","Sogndal Haukasen","61.16","7.14","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
